0,0
0.74707,0
1.09314,1720
1.49963,0
1.82373,1726
2.2467,0
2.55981,1712
2.99927,0
3.2959,1716
3.74634,0
4.0155,1712
4.4989,0
4.70215,1782
5.24597,0
5.43274,1778
5.99854,0
6.74561,0
6.88843,1792
7.49817,0
7.62451,1790
8.24524,0
9.82727,1788
14.2493,0
16.496,0
17.2485,0
18.7482,0
19.4952,0
20.2478,0
20.9949,0
21.7474,0
22.5,0
23.2471,0
23.9996,0
24.5599,876
24.7467,0
25.296,874
25.4993,0
25.9662,884
26.2463,0
26.7023,898
26.9989,0
27.3724,912
27.746,0
28.1085,924
28.4985,0
28.8391,938
29.2456,0
29.5148,952
29.9982,0
30.2454,968
30.7452,0
30.9814,982
31.4978,0
31.6516,992
32.3877,1004
33.1238,1014
33.8544,1020
34.53,1026
38.0621,520
38.8586,512
39.5892,509
40.3748,499
41.1548,488
41.9513,476
42.7313,471
43.4949,0
43.5278,463
44.2474,0
44.2639,458
44.9835,456
45.78,453
46.5271,451
47.2632,452
47.9993,453
48.7463,453
49.4824,454
50.1691,457
50.9052,458
51.6522,460
52.3279,470
53.075,464
53.8715,462
54.5581,468
55.2942,472
55.9808,480
56.651,488
57.453,481
58.0902,494
58.7604,506
59.5129,510
60.1996,516
60.9357,522
61.6223,534
62.2925,538
62.9352,564
63.6713,560
64.4019,564
65.1544,564
65.8905,562
66.5771,572
67.1375,622
67.89,626
68.5107,658
69.2029,678
69.8895,692
70.6201,698
71.3123,714
72.7295,738
74.4049,2408
75.1355,2404
75.8881,2404
76.6241,2420
77.3547,2420
78.1073,2416
78.8434,2432
79.5905,2452
80.2496,0
80.3265,2452
81.0132,2460
81.7493,0
81.7493,2464
82.4799,2464
82.4963,0
83.2324,2468
83.2489,0
83.9685,2476
84.7156,2496
85.4517,2516
86.1823,2528
86.9348,2528
87.6709,2528
88.4015,2548
89.1541,2556
91.1371,4344
92.2797,1992
93.0103,2004
93.7628,1998
94.4989,1998
95.2295,1996
95.9821,1994
96.7181,1998
97.4487,2002
98.2013,2006
98.9374,2010
99.6844,2010
99.7449,0
100.421,2008
100.497,0
101.151,2014
101.904,2016
102.64,2014
103.37,2016
104.123,2020
104.859,2024
105.59,2026
106.342,2036
107.029,2052
107.825,2040
108.495,2056
109.248,2064
111.467,2064
119.998,0
120.745,0
122.245,0
122.997,0
123.75,0
124.497,0
125.25,0
125.997,0
126.749,0
127.496,0
127.969,375
128.249,0
128.996,0
129.749,0
130.496,0
131.248,0
131.995,0
132.748,0
133.495,0
134.247,0
135.747,0
136.5,0
136.544,5736
137.247,0
137.307,5848
137.999,0
138.06,5864
138.746,0
138.812,5904
139.499,0
139.559,5992
140.246,0
140.312,6056
140.999,0
141.059,6136
141.746,6192
141.746,0
142.498,6352
142.498,0
143.245,6400
143.245,0
143.998,6472
143.998,0
144.745,0
144.745,6656
145.497,0
145.497,6736
146.25,6816
146.25,0
146.997,6928
149.343,1336
150.09,1314
150.903,1290
151.655,1256
152.402,1246
153.155,1242
153.951,1216
154.698,1192
155.451,1174
156.264,1164
157.011,1150
157.934,1012
158.247,0
158.687,988
159.483,976
160.23,970
160.983,966
161.73,962
162.482,960
163.229,964
163.982,966
164.729,974
165.372,1056
166.075,1074
166.827,1074
167.574,1078
168.327,1086
169.074,1088
169.827,1082
170.574,1084
171.326,1108
172.013,1118
172.766,1122
173.513,1136
174.265,1144
174.968,1174
176.951,10880
178.451,10720
180.714,10624
181.467,10648
182.214,10624
182.966,10664
185.219,10752
185.246,0
185.966,10520
185.999,0
186.746,0
187.482,10312
188.245,0
188.981,10664
189.745,0
189.745,10536
190.497,0
190.497,10544
191.25,10640
191.997,10720
192.761,10720
